Timestamp_UTC,Coppe,Variazione
2026-02-11 15:58:52,13110253,0
2026-02-11 15:59:06,13110253,0
2026-02-11 19:39:06,13110253,0
2026-02-11 21:51:42,13110253,0
2026-02-11 23:04:00,13110253,0
2026-02-12 05:19:14,13110253,0
2026-02-12 08:02:32,13110253,0
